material_id,spacegroup_symbol,spacegroup_number,original_formula,discharged_formula,charged_formula,replaced_element,vpv,discharged_energy_fu_corrected,charged_energy_fu_corrected,applied_correction,discharged_E_above_hull,charged_E_above_hull,average_voltage,mace-neb1 (meV),mace-neb2,mace-neb3,mace-neb4,other_dir,orbv3-neb1 (meV),orbv3-neb2,orbv3-neb3,orbv3-neb4,mace_candidate,orbv3_candidate,TL_neb1 (meV),TL_neb2,TL_neb3,TL_neb4,TL_candidate
mp-971647,P6_3/mmc,194,NaMnO2,CaMnO2,MnO2,Na,13.752434875972146,-31.294727768265723,-24.24051027974822,-3.042,0.0848126516835687,0.0783056142505937,2.54,1216.0,,,,,936.1,,,,0,1,747.7,,,,1
mp-769603,P1,1,XLiVSO4F3,CaVSO4F3,VSO4F3,Li,14.020271497791594,-69.54830843264041,-59.4747932373574,-6.337000000000001,0.0113955958859603,0.0,4.05,618.0,,,,,874.6,,,,1,1,1585.8,,,,0
mp-769601,Pc,7,XLiVSO4F3,CaVSO4F3,VSO4F3,Li,14.556296628794032,-69.48346511821595,-59.47648694946408,-6.337000000000001,0.0178799273284067,0.0,4.01,1108.0,,,,,1073.6,,,,0,0,1638.2,,,,0
mp-1565491,C2,5,LiV2NiO6,CaV2NiO6,V2NiO6,Li,13.17301177990228,-79.80121551700776,-72.03829312567228,-10.063,0.0688069982992232,0.0578873254808574,2.89,1491.0,1196.0,,,,2229.9,1613.5,,,0,0,1293.4,1344.3,,,0
mp-755467,C2/c,15,LiV2NiO6,CaV2NiO6,V2NiO6,Li,13.421926636655876,-79.80364117313381,-72.03699710784875,-10.063,0.0685644326866183,0.0580313274612507,2.89,1538.0,,,,,2360.4,,,,0,0,1163.6,,,,0
mp-1044171,P2_12_12_1,19,ZnNiP2WO9,CaNiP2WO9,NiP2WO9,Zn,13.586023317643027,-111.88026243729315,-103.3038545786652,-13.162,0.0319010009076379,0.0757177742373018,3.3,1089.0,,,,,1257.4,,,,0,0,1453.9,,,,0
mp-766078,P1,1,LiV3Fe2CuO12,CaV3Fe2CuO12,V3Fe2CuO12,Li,14.497144237894297,-151.0271997474785,-141.9006436336337,-17.855999999999998,0.0423514025011426,0.0604000556661841,3.57,901.0,,,,,740.2,,,,1,1,1440.5,,,,0
mp-768913,P2_1/c,14,LiVB2O5,CaVB2O5,VB2O5,Li,13.437153237521263,-75.16392949920727,-68.05041347529664,-5.135000000000001,0.0299030169977996,0.0703987257962541,2.57,1412.0,2457.0,,,and,1220.3,2836.1,,,0,0,1124.0,1557.6,,,0
mp-773200,C2/c,15,LiVB2O5,CaVB2O5,VB2O5,Li,13.851139396391869,-74.93337840506213,-68.02108807362846,-5.135000000000001,0.0555198052361483,0.0740644010047759,2.47,1169.0,3123.0,,,,1241.9,3289.3,,,0,0,1351.9,1418.1,,,0
mp-758457,C222_1,20,X2LiTi(PO3)4,CaTi(PO3)4,TiP4O12,Li,14.2013922482742,-142.08292731078492,-135.07759593579482,-8.244,0.0892945281462243,0.0314302380414943,2.51,2896.0,1671.0,,,,872.3,706.5,,,0,0,1511.4,1454.5,,,0
mp-555660,C2/m,12,Li2V6O13,Ca2V6O13,V6O13,Li,13.92683656903186,-178.7965545436872,-164.09129655199965,-19.131,0.0732339765506022,0.027478633315809,2.69,1938.0,,,,,1836.1,,,,0,0,1418.5,,,,0
mp-18896,C2/m,12,X2V6O13,Ca2V6O13,V6O13,X0+,13.956273275424197,-178.915116587375,-164.1752059230631,-19.131,0.0675881649464216,0.0230623506282583,2.69,2661.0,,,,,2569.2,,,,0,0,1592.3,,,,0
mp-755828,C2,5,Li2V4CrCuO12,Ca2V4CrCuO12,V4CrCuO12,Li,13.820598621386695,-163.45199086952852,-148.28510385890954,-17.043,0.0992749155235728,0.0561605031855769,2.8,1238.0,,,,,2159.2,,,,0,0,1300.5,,,,0
mp-1570812,C2,5,Li2V4CrCuO12,Ca2V4CrCuO12,V4CrCuO12,Li,13.29845589125538,-163.45088384616136,-148.2812017200851,-17.043,0.0993302666919309,0.056377288675824,2.8,1369.0,1371.0,1416.0,,or,2199.5,1904.3,2537.5,,0,0,1335.6,1494.9,1460.7,,0
mp-766000,P1,1,LiVCr(P2O7)2,CaVCr(P2O7)2,VCrP4O14,Li,13.414153054059833,-169.60204944021282,-160.40291378317693,-13.317,0.0365782829065324,0.041075242716154,3.61,710.0,,,,,863.6,,,,1,1,1672.7,,,,0
mp-21665,Pnma,62,V2CdP2O9,CaV2P2O9,V2P2O9,Cd,14.207029646994236,-115.68642054392012,-106.7819290799289,-9.583,0.0333913752557055,0.0351959046208616,3.46,1143.0,,,,,1202.9,,,,0,0,1387.6,,,,0
mp-17507,P2_1/c,14,NaVAsO5,CaVAsO5,VAsO5,Na,14.538565917596332,-60.57250396929111,-51.958642453925485,-5.135000000000001,0.0106965041845823,0.0226612697963588,3.32,1574.0,,,,,1901.3,,,,0,0,1311.4,,,,0
mp-1180754,P1,1,Na3Sr4Cr5F26,Sr4Ca3Cr5F26,Sr4Cr5F26,Na,14.089027626077645,-248.3086219066,-220.3505700060057,-22.007,0.0434154411420992,0.0,3.67,1467.0,1326.0,,,or,1426.3,1281.4,,,0,0,1258.5,1256.1,,,0
mp-1649939,P2_1,4,LiMn(CO3)2,CaMn(CO3)2,MnC2O6,Li,13.83060462605872,-82.0657596259531,-72.49222805065592,-5.79,0.0754232339046883,0.0943720546493445,3.8,1333.0,,,,,1622.5,,,,0,0,977.0,,,,1
mp-772164,P31c,159,XLi6V9O21,Ca2V3O7,V3O7,Li,14.108645320407874,-99.12371701533044,-84.54415720227615,-9.909,0.0893683701435978,0.0807267857723861,2.65,1680.0,3323.0,785.0,,or,2030.5,1903.1,2047.9,,1,0,1861.4,1668.7,1673.4,,0
mp-1214564,Pna2_1,33,BaNaCrF6,BaCaCrF6,BaCrF6,Na,14.073325517617462,-58.45368303921421,-49.64509570019224,-4.771000000000001,0.033930770087311,0.0,3.41,1173.0,,,,,603.8,,,,0,1,1106.6,,,,0
mp-705468,C2,5,XLi3Mn3(PO4)4,Ca3Mn3(PO4)4,Mn3P4O16,Li,14.35937788287672,-209.43638774535225,-179.9060505157207,-15.996,0.0475063816851708,0.0673492439904102,3.93,2120.0,1237.0,,,,3453.5,1058.3,,,0,0,1533.2,1154.8,,,0
mp-774801,C2,5,Li2TiV5O12,Ca2TiV5O12,TiV5O12,Li,13.256095493738632,-172.68347986422,-158.79547985835265,-16.744,0.0930535529764995,0.0891180114804086,2.48,1216.0,1340.0,,,or,1642.0,2012.5,,,0,0,1339.9,1393.7,,,0
mp-1214563,Pna2_1,33,BaNaVF6,BaCaVF6,BaVF6,Na,14.07391523237162,-58.44240031711757,-50.86088835281565,-4.472,0.0221787069869385,0.0,2.8,1639.0,,,,,1588.7,,,,0,0,1175.7,,,,0
mp-780681,P1,1,XLiFe3(SiO4)2,CaFe3(SiO4)2,Fe3Si2O8,Li,13.729925092319712,-113.23707176487416,-105.8596281769503,-12.264,0.0675269538482723,0.098253412349976,2.7,831.0,1591.0,,,,929.0,1560.3,,,0,0,1847.1,1816.1,,,0
mp-1105628,C2/c,15,NaMn(GeO3)2,CaMn(GeO3)2,MnGe2O6,Na,14.47559172266108,-74.52512990154825,-65.16071820792789,-5.79,0.005518475345176,0.0905606497672737,3.69,3314.0,3200.0,,,or,3556.3,3760.5,,,0,0,1567.0,1428.2,,,0
mp-766225,Pmmn,59,Na3(CoO2)4,Ca3(CoO2)4,Co4O8,Na,13.285828790046336,-104.1178393428472,-71.45481038857608,-3.012,0.0985208986435202,0.0,4.45,307.0,,,,,377.0,,,,1,1,826.5,,,,1
mp-705379,P1,1,Li5Co9(P2O7)8,Ca5Co9(P2O7)8,Co9P16O56,Li,14.17487027814359,-653.4263631203191,-598.8626451689156,-53.214,0.039251892662385,0.0432042590257344,4.47,870.0,1015.0,,,,1033.8,1162.4,,,0,0,1527.2,1287.8,,,0
mp-1210891,P2_1/c,14,Na3Ti2Mn3Si4(O8F)2,Ca3Ti2Mn3Si4(O8F)2,Ti2Mn3Si4O16F2,Na,13.86432117469784,-249.30191990808203,-225.7480370937737,-16.92,0.03286141235513,0.0806150418972677,2.94,896.0,,,,,744.4,,,,1,1,1415.4,,,,0
mp-1013762,Pnma,62,LiTi2P2O9,CaTi2P2O9,Ti2P2O9,Li,13.89075001542381,-117.28368795302632,-110.29828361972017,-6.183000000000001,0.0294441709385822,0.0775488827779664,2.5,1052.0,,,,,1193.4,,,,0,0,1297.6,,,,0
mp-1041036,Pnma,62,ZnMo2P2O9,CaMo2P2O9,Mo2P2O9,Zn,13.6530702700826,-115.5621935504376,-107.56431324606808,-12.587,0.0403474322901722,0.0473727353024262,3.01,1165.0,,,,,1120.6,,,,0,0,1704.9,,,,0
mp-755976,C2,5,Li2MnV4FeO12,Ca2MnV4FeO12,MnV4FeO12,Li,14.09200782848725,-167.83086041123278,-153.5338857903507,-18.968,0.0739456760946222,0.0419173878971914,2.58,2006.0,,,,,2243.3,,,,0,0,1727.9,,,,0
mp-1013922,Pnma,62,LiCr2P2O9,CaCr2P2O9,Cr2P2O9,Li,13.498681642253132,-115.28556942166608,-104.77203256166158,-10.181,0.0575229418452813,0.0808251571798805,4.27,1353.0,,,,,1382.9,,,,0,0,1492.5,,,,0
mp-1177805,C2,5,Li2V4CuNiO12,Ca2V4CuNiO12,V4CuNiO12,Li,13.542537468870837,-156.99737753329802,-141.6797248438972,-17.585,0.0978777318975971,0.0448863806168233,2.84,1701.0,,,,,2020.9,,,,0,0,2077.0,,,,0
mp-1570811,C2,5,Li2V5CuO12,Ca2V5CuO12,V5CuO12,Li,13.443219494325405,-163.43694414903192,-148.34905620203736,-16.744,0.0866476062984151,0.0467394423868157,2.78,1568.0,1439.0,2768.0,,or,2025.4,1784.2,3131.2,,0,0,1360.1,1532.7,1513.0,,0
mp-1176534,Pnma,62,LiVF4,CaVF4,VF4,Li,13.8176767875369,-39.9792204474504,-31.686775884702328,-3.548,0.071483835424936,0.016103818059534,3.16,1084.0,1154.0,,,or,1130.6,917.3,,,0,1,2005.7,1648.9,,,0
mp-1177907,C2,5,Li2MnV4CoO12,Ca2MnV4CoO12,MnV4CoO12,Li,13.830508666370706,-165.97595190897337,-151.44352658724114,-18.35,0.0792874068251272,0.0369389943199376,2.64,1735.0,,,,,2256.0,,,,0,0,1850.6,,,,0
mp-1666401,C2,5,Li3MnV4O12,Ca3MnV4O12,MnV4O12,Li,13.207840498128604,-165.76227311795662,-141.51686007859234,-16.712,0.0493502435798642,0.0482415772886852,3.05,1309.0,1423.0,,,,1431.9,1678.2,,,0,0,1207.7,1168.5,,,0
mp-1099034,Pnma,62,NaMn2P2O9,CaMn2P2O9,Mn2P2O9,Na,14.24707352911312,-113.0831909139552,-102.30348297008268,-9.519,0.0015692768603425,0.0528900611474867,4.4,1080.0,,,,,1178.6,,,,0,0,1676.5,,,,0
mp-561325,Pnma,62,Na3Mn4(TeO6)2,Ca3Mn4(TeO6)2,Mn4Te2O12,Na,14.072395495877345,-156.04932431688837,-125.7710006321897,-7.458,0.071132697029129,0.0,4.06,722.0,,,,,646.8,,,,1,1,978.1,,,,1
mp-2219453,Cm,8,MgV3CoO8,CaV3CoO8,V3CoO8,Mg,13.402206890442615,-107.6680981059026,-99.86955728263553,-12.234,0.0624432607959537,0.053303149363705,2.91,2190.0,,,,,2431.6,,,,0,0,1115.2,,,,0
mp-2219311,P1,1,MgV3CuO8,CaV3CuO8,V3CuO8,Mg,13.22417381551389,-103.88302744610569,-95.91594811587257,-10.596,0.069232156261096,0.0360923082606206,2.99,2183.0,,,,,2338.0,,,,0,0,1311.0,,,,0
mp-1444833,P-1,2,LiMnPO4F,CaMnPO4F,MnPO4F,Li,13.783761546533787,-62.54991930976158,-52.50445104263422,-4.878,0.0541185197173099,0.0420514414093888,4.03,2194.0,996.0,2992.0,,or,2265.5,1004.3,3469.4,,1,0,1168.3,1587.1,1446.4,,0
mp-1177909,P1,1,Li2MnV(PO4)3,Ca2MnV(PO4)3,MnVP3O12,Li,13.750345899000031,-153.16159017704942,-134.733226896928,-11.611999999999998,0.0495260360251812,0.0275437837101018,3.62,1533.0,1541.0,1069.0,848.0,and123,1494.1,1591.1,1173.6,843.3,0,0,1451.2,1468.5,1493.0,1433.0,0
mp-2219396,Cm,8,MgNbV3O8,CaNbV3O8,NbV3O8,Mg,14.361034838960936,-114.8694195648569,-108.461420480911,-10.596,0.0937219252513958,0.0288027346264847,2.21,2431.0,,,,,2544.9,,,,0,0,1076.2,,,,0
mp-1076287,Amm2,38,La6Sm2Co7AgO24,Ca2La6Co7AgO24,La6Co7AgO24,Sm,13.560116734744796,-298.0270025910044,-281.211577867003,-27.954,0.0905645576571849,0.0548466698595717,3.21,599.0,,,,,1603.3,,,,1,0,1419.8,,,,0
mp-767268,P2_1/m,11,LiV9O22,CaV9O22,V9O22,Li,14.345937828601697,-270.1145976809464,-260.54029550818274,-30.414,0.0364996585641748,0.0517238453812041,3.8,863.0,,,,,1175.5,,,,1,0,1103.2,,,,0
mp-862462,C2,5,Li2MnV4NiO12,Ca2MnV4NiO12,MnV4NiO12,Li,13.851374349389308,-164.47848597663796,-149.8065642362978,-19.253,0.0785995630430989,0.0429224113167894,2.68,1557.0,1229.0,,,,2201.8,1813.5,,,0,0,1797.1,1768.6,,,0
mp-1120795,Fdd2,43,NaV3F10,CaV3F10,V3F10,Na,13.56845306089274,-95.79228811018493,-87.02666844833635,-9.72,0.0102009696296478,0.0118262974356655,3.39,930.0,,,,,1088.4,,,,1,0,2260.1,,,,0
mp-1177395,P1,1,X2Li4Mn3CoCu2(PO4)6,Ca4Mn3CoCu2(PO4)6,Mn3CoCu2P6O24,Li,13.213701994824415,-307.5594091516655,-271.34960750656296,-23.129999999999995,0.0769145816319643,0.052148205581596,3.54,781.0,1018.0,,,and,1034.1,1120.7,,,0,0,1192.5,1395.4,,,0
mp-754924,C2,5,Li2V5NiO12,Ca2V5NiO12,V5NiO12,Li,13.547942545857037,-165.58899162633625,-150.85859996220327,-19.285,0.0687731048394404,0.0534802565442635,2.69,1367.0,,,,,1875.4,,,,0,0,1202.3,,,,0
mp-21213,C2/c,15,NaCr(GeO3)2,CaCr(GeO3)2,CrGe2O6,Na,14.302924545709814,-74.77938678942044,-66.53681821328036,-6.121,0.04616068161629,0.0728434205614467,3.13,2969.0,2499.0,,,or,3157.6,3561.4,,,0,0,1625.2,1562.3,,,0
mp-1210039,P2_12_12_1,19,NaSrVF6,SrCaVF6,SrVF6,Na,13.416292093655734,-58.44527556097235,-50.39267432029586,-4.472,0.0192194043364066,0.0,3.04,1511.0,,,,,1549.4,,,,0,0,1217.0,,,,0
mp-754499,P2_1,4,XLiMnCSO7,CaMnCSO7,MnCSO7,Li,13.434602051644728,-84.76218699650909,-74.86595456802331,-6.98,0.0443702866809934,0.0070414679476691,3.96,1519.0,,,,,989.7,,,,0,1,996.6,,,,1
mp-774824,C2,5,Li2MnV4CuO12,Ca2MnV4CuO12,MnV4CuO12,Li,13.778989593082905,-162.32396312108867,-147.34727877538583,-16.712,0.0913151743205737,0.0333894694230103,2.75,2096.0,,,,,2025.3,,,,0,0,1894.6,,,,0
mp-765984,P-1,2,LiVSi3O8,CaVSi3O8,VSi3O8,Li,13.355726311873664,-107.75673284569254,-100.97231923845642,-7.196000000000001,0.0324710501774987,0.068059258045297,2.4,2191.0,1357.0,,,and,2769.3,1478.5,,,0,0,2105.8,1691.9,,,0
mp-757416,P1,1,XLi2V4OF12,Ca2V4OF12,V4OF12,Li,13.550418279537189,-132.0025325838133,-115.51106882940392,-13.031,0.0597764710493065,0.0593247864076103,3.13,674.0,,,,,855.7,,,,1,1,1978.4,,,,0
mp-1209999,P321,150,NaMnFeF6,CaMnFeF6,MnFeF6,Na,13.286489494687869,-59.963952354428095,-50.04149679157184,-6.696,0.0552071622857681,0.0850561620951868,3.97,1198.0,,,,,1771.1,,,,0,0,1431.7,,,,0
mp-558441,C2/m,12,NaZr2VF11,CaZr2VF11,Zr2VF11,Na,13.185877716311875,-107.03082490230584,-99.68893266227047,-6.782,0.0050801535962747,0.0307008309092395,2.68,1092.0,,,,,1079.7,,,,0,0,1236.4,,,,0
mp-1177831,P-1,2,Li2V2(PO4)3,Ca2V2(PO4)3,V2P3O12,Li,13.789558638937876,-153.14039582693255,-137.33717548085423,-11.644,0.0584137659152883,0.0128874730379866,2.96,168.0,1462.0,,,and,1190.7,920.7,,,0,0,1436.8,1576.7,,,0
mp-770412,Cmcm,63,XScMn2O5,CaScMn2O5,ScMn2O5,X0+,13.591295746846171,-76.35799914297347,-69.39804385164676,-6.771000000000001,0.0903190723084907,0.0575948111613335,2.49,443.0,,,,,904.5,,,,1,1,1449.7,,,,0
mp-849581,P2_1/m,11,X2V9O22,Ca2V9O22,V9O22,X0+,13.504366377034916,-278.1912339420955,-260.536361151084,-30.414,0.0675819652395226,0.0518507601263245,3.42,335.0,,,,,516.5,,,,1,1,1243.6,,,,0
mp-1393717,P-1,2,Li2MnVP2(O4F)2,Ca2MnVP2(O4F)2,MnVP2O8F2,Li,13.81920154777095,-125.57910563932228,-108.02476519658788,-9.788,0.026294100186309,0.016219193954047,3.4,2124.0,1130.0,3227.0,,or,2506.3,949.5,3323.7,,0,1,1466.2,1988.6,1813.1,,0
mp-1210072,C2/c,15,NaFe2PbF9,CaFe2PbF9,Fe2PbF9,Na,14.227511892177551,-78.62495837220975,-67.81400744788888,-8.67,0.0287701345223307,0.0774691155231419,4.41,800.0,,,,,1054.8,,,,1,0,1412.1,,,,0
mp-755983,C2/c,15,LiV2FeO6,CaV2FeO6,V2FeO6,Li,13.247674881358211,-83.16526667821658,-75.80546688667364,-9.778,0.0556201372095976,0.0514492556473875,2.69,1396.0,,,,,2011.5,,,,0,0,1194.6,,,,0
mp-1386918,P1,1,LiVCrP2(O4F)2,CaVCrP2(O4F)2,VCrP2O8F2,Li,13.2924171097569,-118.57952868342026,-109.30635717507042,-10.119000000000002,0.0569775591053005,0.0449904327925887,3.65,1799.0,,,,,1954.3,,,,0,0,1739.2,,,,0
mp-776140,C2,5,Li2MnV5O12,Ca2MnV5O12,MnV5O12,Li,14.121689304960189,-170.1885797434227,-156.37608521848193,-18.412,0.0812119891413676,0.0503204939732278,2.46,1163.0,2243.0,,,or,1364.8,1933.0,,,0,0,2048.5,2197.1,,,0
mp-1222927,Pm,6,LaMn8Bi3O20,CaMn8Bi3O20,Mn8Bi3O20,La,13.54910344383154,-248.6682996887345,-238.50703498069407,-27.084000000000003,0.0290963565629853,0.0527044698163132,4.09,3096.0,,,,,3728.3,,,,0,0,1330.5,,,,0
mp-776130,Pbcn,60,X2Li2V5O12,Ca2V5O12,V5O12,Li,13.819593809104038,-159.43027241828858,-144.10389380368184,-16.744,0.086337746669022,0.0104883024304811,2.84,796.0,593.0,,,,654.0,576.6,,,0,0,1245.6,1809.0,,,0
mp-2219144,Cm,8,MgTiV3O8,CaTiV3O8,TiV3O8,Mg,13.722213471294712,-114.04500502701096,-107.08711843405976,-10.596,0.0579286030183947,0.0392646067450197,2.49,2577.0,,,,,2526.0,,,,0,0,1055.8,,,,0
mp-755221,C2,5,Li2V5CoO12,Ca2V5CoO12,V5CoO12,Li,13.36338329017942,-167.11702923735947,-152.4217735276109,-18.382,0.0801492148820735,0.0515962165216166,2.68,1371.0,,,,,1640.0,,,,0,0,1280.6,,,,0
mp-1195819,Pbcm,57,XMn2TeSO8,CaMn2TeSO8,Mn2TeSO8,X0+,14.521678575401245,-95.4057864681804,-87.16460649860576,-9.335,0.0501243134519286,0.0472558324599363,3.13,784.0,,,,,1208.9,,,,1,0,1156.9,,,,0
mp-2218783,Cm,8,MgV3SnO8,CaV3SnO8,V3SnO8,Mg,14.30062479255167,-105.56981941789348,-98.68248126807104,-10.596,0.0810773164120455,0.0672853447440786,2.45,2405.0,,,,,2432.3,,,,0,0,1247.7,,,,0
mp-561353,C2/m,12,NaZr2MnF11,CaZr2MnF11,Zr2MnF11,Na,13.33779051340228,-107.40099149849488,-97.99146860338818,-6.75,0.0,0.027401047972261,3.71,1235.0,,,,,1437.7,,,,0,0,1048.0,,,,0
mp-754930,P2_1,4,X2LiVCSO7,CaVCSO7,VCSO7,Li,13.728133443854738,-85.16922321480942,-76.50192452933976,-7.0120000000000005,0.0322066615451026,0.0579314793160454,3.34,1324.0,,,,,1170.4,,,,0,0,1086.3,,,,0
mp-19287,C2/c,15,NaV(SiO3)2,CaV(SiO3)2,VSi2O6,Na,13.797893005676825,-82.99413565751989,-75.98762978265388,-5.822,0.0061929120480073,0.0754009813717964,2.51,3495.0,3364.0,,,or,3980.1,3582.4,,,0,0,2543.8,2416.2,,,0
mp-1223035,Pm,6,LaHo3Mn8O20,CaHo3Mn8O20,Ho3Mn8O20,La,13.445729941804675,-269.1977967565624,-259.1522134027489,-27.084000000000003,0.0299499288183628,0.0557800064435856,4.03,3551.0,,,,,4152.4,,,,0,0,1416.3,,,,0
mp-559532,P-1,2,NaFe3Si3O10,CaFe3Si3O10,Fe3Si3O10,Na,14.310559253579784,-138.5947293100247,-131.48906966002383,-13.638,0.0518644376946255,0.0481652873422593,2.56,3862.0,4393.0,,,,4271.0,4690.4,,,0,0,2504.7,2519.8,,,0
mp-26421,C2/c,15,X3Li3V3(PO4)4,Ca3V3(PO4)4,V3P4O16,Li,13.183500540517722,-210.5147211340728,-186.5138415910744,-16.092,0.0223431044465094,0.0671502136489436,3.01,3028.0,1184.0,1171.0,,,5647.1,1154.0,1196.1,,0,0,1733.9,1234.4,1742.8,,0
mp-561198,P2_1/c,14,NaSr2CrF8,Sr2CaCrF8,Sr2CrF8,Na,13.85990481462978,-76.41457247064474,-67.5047644410854,-5.695,0.0464706907796044,0.0,3.46,1640.0,2216.0,,,,1903.6,1854.1,,,0,0,1002.0,984.5,,,0
mp-1446650,P1,1,LiVFeP2(O4F)2,CaVFeP2(O4F)2,VFeP2O8F2,Li,13.321184468779052,-116.14533552738948,-106.58593287430564,-10.376,0.0355684168407055,0.0424860760615048,3.79,1796.0,,,,,1963.9,,,,0,0,1721.0,,,,0
mp-25812,Pc,7,X5LiV2P5O16,CaV2P5O16,V2P5O16,Li,13.44855819416786,-193.0882814184997,-184.97825308884944,-14.392,0.0,0.0081200517166628,3.06,1297.0,,,,,1512.5,,,,0,0,1486.3,,,,0
mp-558048,C2/c,15,NaV(GeO3)2,CaV(GeO3)2,VGe2O6,Na,14.455707663571244,-74.888907590707,-67.5598369731537,-5.822,0.0,0.0401283483532992,2.67,3321.0,3124.0,,,or,3781.6,3969.0,,,0,0,1825.4,1770.3,,,0
mp-1211859,P-1,2,Na3Mn5(Ge3O10)2,Ca3Mn5(Ge3O10)2,Mn5Ge6O20,Na,14.498899543509596,-259.0400715492474,-233.98799502136265,-22.08,0.0360560850956632,0.0472086624157253,3.18,2996.0,3679.0,,,and,3161.9,3878.2,,,0,0,1603.4,1596.1,,,0
mp-1198857,P-1,2,X2Rb4V2S4O19,Rb4Ca2V2S4O19,Rb4V2S4O19,X0+,13.75300235770635,-211.6119957817882,-197.6945792485024,-18.465,0.0555112603858622,0.0,2.49,1147.0,,,,,1044.1,,,,0,0,639.0,,,,1
mp-796336,P2/m,10,X5Mn6O12,Ca5Mn6O12,Mn6O12,X0+,13.200479047301112,-182.66249893609856,-130.6088658372262,-3.042,0.0491390907131066,0.0,4.21,1366.0,,,,,1776.4,,,,0,0,972.9,,,,1
mp-2219095,R3m,160,MgCo3NiO8,CaCo3NiO8,Co3NiO8,Mg,13.883813406650502,-87.23084652484076,-78.36404258876036,-12.951,0.0675949498071153,0.043157332603303,3.44,292.0,,,,,538.2,,,,1,1,552.6,,,,1
mp-769551,I-4,82,X4V9PO25,Ca4V9PO25,V9PO25,X0+,13.807803942452155,-323.51178047101735,-290.67859067476604,-32.475,0.0977769440658153,0.050912306363827,3.11,2341.0,,,,,2057.7,,,,0,0,1901.1,,,,0
mp-769550,Cc,9,Li2Mn5(FeO6)2,Ca2Mn5(FeO6)2,Mn5Fe2O12,Li,13.47127833206289,-171.76259678862704,-155.1029709608382,-21.096,0.0713187331606199,0.0989581801861447,3.17,321.0,472.0,,,and,335.1,549.7,,,1,1,1058.7,1077.3,,,0
mp-17259,P2_1/c,14,NaSrCrF6,SrCaCrF6,SrCrF6,Na,13.460731206164269,-58.02402860857145,-49.25227744811408,-4.771000000000001,0.0820072679365075,0.0,3.4,1489.0,1350.0,,,,1504.6,1401.3,,,0,0,1012.8,1003.9,,,0
mp-2218824,C2/m,12,MgV4O8,CaV4O8,V4O8,Mg,13.94076266277035,-112.29340000237111,-105.24829579522036,-12.296,0.0550808333752836,0.0361937420649702,2.53,2428.0,,,,,1951.3,,,,0,0,1108.9483041703625,,,,0
mp-27751,C2/m,12,Li2V6O15,Ca2V6O15,V6O15,Li,13.38083312571762,-192.991488375276,-175.60123655328587,-20.505000000000003,0.0649874747705876,0.0567177667482923,3.36,529.0,,,,,240.0,,,,1,1,1327.9594516768366,,,,0
mp-752583,P1,1,NaV5O10,CaV5O10,V5O10,Na,13.599402651472516,-137.92312579293548,-131.1407382883472,-15.37,0.0982612788790326,0.0641691724435205,2.4,835.0,,,,,2015.4,,,,1,0,1593.1263791289043,,,,0
mp-2230523,C2/m,12,X2MgV4(PbO6)2,CaV4(PbO6)2,V4Pb2O12,Mg,13.594070045523162,-149.64204908628244,-143.01574489377563,-15.044,0.0793445098009364,0.0,2.32,1575.0,,,,,1519.9,,,,0,0,1167.6440280691536,,,,0
mp-756395,I4/mmm,139,X4V9O21,Ca4V9O21,V9O21,X0+,13.56138227832017,-285.40914324570497,-255.03317217348453,-29.727,0.0878038825160754,0.034036766883851,2.81,1473.0,,,,,1761.5,,,,0,0,2519.104683419316,,,,0
mp-768477,P-1,2,XLi3Mn6(PO4)6,CaMn2(PO4)2,Mn2P2O8,Li,13.99915054656192,-106.60905037156492,-97.6319475828966,-8.832,0.0474609393454326,0.0342620980919505,3.5,826.0,,,,,1151.6,,,,1,0,1492.8107499130706,,,,0
mp-768460,C2,5,XLi3Mn6(PO4)6,CaMn2(PO4)2,Mn2P2O8,Li,13.9752088474286,-106.67177190842447,-97.63347786593602,-8.832,0.0426362057408518,0.0341345745053338,3.53,1349.0,,,,,1315.7,,,,0,0,1373.132798728422,,,,0
mp-1176722,P-1,2,XLi3Mn6(PO4)6,CaMn2(PO4)2,Mn2P2O8,Li,13.802827753692576,-106.59948664820251,-97.63127231296238,-8.832,0.04819661037331,0.0343183705864689,3.49,662.0,,,,,968.5,,,,1,1,1417.511988553736,,,,0
mp-769588,P1,1,XLi3V2S2(O4F3)2,Ca3V2S2(O4F3)2,V2S2O8F6,Li,14.386356241899408,-146.43734246944075,-118.94967777750097,-12.674,0.0433996083070526,0.0,3.59,1526.0,,,,,1388.1,,,,0,0,1598.5204770095545,,,,0
mp-768389,P2/c,13,XLi3Mn6(PO4)6,CaMn2(PO4)2,Mn2P2O8,Li,13.999504119121566,-106.661154943756,-97.63124530881096,-8.832,0.0434528953307342,0.0343206209324211,3.52,1208.0,,,,,1288.1,,,,0,0,1435.0273785208524,,,,0
mp-768446,C2/c,15,XLiMn3(PO4)3,CaMn3(PO4)3,Mn3P3O12,Li,13.217031863350286,-155.91420791093572,-146.44701187093764,-13.248,0.0222683063980628,0.0343126260590214,3.74,1096.0,,,,,1344.8,,,,0,0,1209.0306807533898,,,,0
mp-2218897,C2,5,MgSc2V2O8,CaSc2V2O8,Sc2V2O8,Mg,13.21876905435177,-113.69351994474152,-106.51008676250376,-8.896,0.0756908999237104,0.0340659147913537,2.6,809.0,,,,,877.5,,,,1,1,1357.032352703142,,,,0
