Image,Energy (eV)
0,-2325.11962890625
1,-2325.137451171875
2,-2325.016845703125
3,-2324.638427734375
4,-2324.302734375
5,-2324.641357421875
6,-2325.009765625
7,-2325.133056640625
8,-2325.126708984375

Migration Barrier (eV),0.834716796875
