Image,Energy (eV)
0,-589.713513572109
1,-589.6336973506815
2,-589.415088551512
3,-588.8009239592392
4,-588.2902145479734
5,-588.4262951596038
6,-588.7613467230913
7,-589.0873695322587
8,-589.2395011162687

Migration Barrier,1.4232990241356447
