Image,Energy (eV)
0,-1224.936279296875
1,-1224.6536865234375
2,-1223.6107177734375
3,-1221.9200439453125
4,-1220.9622802734375
5,-1221.959228515625
6,-1223.62109375
7,-1224.658203125
8,-1224.9423828125

Migration Barrier,3.9801025390625
