Image,Energy (eV)
0,-1154.868896484375
1,-1154.710693359375
2,-1154.069580078125
3,-1153.035888671875
4,-1152.843505859375
5,-1153.3724365234375
6,-1154.1795654296875
7,-1154.6380615234375
8,-1154.7840576171875

Migration Barrier,2.025390625
