Image,Energy (eV)
0,-381.17706298828125
1,-380.98480224609375
2,-380.71929931640625
3,-380.5514221191406
4,-380.3325500488281
5,-380.084228515625
6,-379.9809875488281
7,-380.3713073730469
8,-380.6076354980469

Migration Barrier,1.196075439453125
