Image,Energy (eV)
0,-1178.4334716796875
1,-1178.4219970703125
2,-1178.361083984375
3,-1178.2911376953125
4,-1178.2462158203125
5,-1178.282470703125
6,-1178.359375
7,-1178.4202880859375
8,-1178.436767578125

Migration Barrier (eV),0.1905517578125
