Image,Energy (eV)
0,-1847.6500244140625
1,-1847.4822998046875
2,-1847.1094970703125
3,-1846.0382080078125
4,-1845.127197265625
5,-1846.0281982421875
6,-1847.10498046875
7,-1847.48486328125
8,-1847.6531982421875

Migration Barrier,2.5260009765625
