Image,Energy (eV)
0,-1098.9962158203125
1,-1098.8128662109375
2,-1098.3382568359375
3,-1097.44384765625
4,-1096.766357421875
5,-1097.3463134765625
6,-1098.3177490234375
7,-1098.8150634765625
8,-1098.9959716796875

Migration Barrier,2.2298583984375
