Image,Energy (eV)
0,-1150.3544921875
1,-1150.2373046875
2,-1150.174560546875
3,-1150.4759521484375
4,-1150.5743408203125
5,-1150.1964111328125
6,-1149.8359375
7,-1149.9208984375
8,-1149.9359130859375

Migration Barrier,0.7384033203125
