Image,Energy (eV)
0,-1152.852294921875
1,-1152.763671875
2,-1152.300537109375
3,-1151.2071533203125
4,-1150.693115234375
5,-1151.44287109375
6,-1152.31787109375
7,-1152.681396484375
8,-1152.7584228515625

Migration Barrier,2.1591796875
