Image,Energy (eV)
0,-1563.1383056640625
1,-1562.9263916015625
2,-1562.2833251953125
3,-1561.913818359375
4,-1561.8828125
5,-1561.992431640625
6,-1562.548828125
7,-1562.9854736328125
8,-1563.1402587890625

Migration Barrier,1.2574462890625
