Image,Energy (eV)
0,-225.3263397216797
1,-225.05662536621094
2,-224.7220001220703
3,-224.70947265625
4,-224.8321075439453
5,-224.07595825195312
6,-223.72308349609375
7,-224.83120727539062
8,-225.3211212158203

Migration Barrier,1.6032562255859375
