Image,Energy (eV)
0,-588.1408081054688
1,-588.14306640625
2,-588.5436401367188
3,-588.888916015625
4,-588.6163940429688
5,-588.2353515625
6,-588.535888671875
7,-589.142333984375
8,-589.3031616210938

Migration Barrier,1.162353515625
