Image,Energy (eV)
0,-833.1732788085938
1,-832.7669677734375
2,-831.78271484375
3,-831.623291015625
4,-831.6527099609375
5,-831.2132568359375
6,-832.0648193359375
7,-832.92626953125
8,-833.1771240234375

Migration Barrier,1.9638671875
