Image,Energy (eV)
0,-911.38671875
1,-910.871826171875
2,-909.8704833984375
3,-908.63916015625
4,-907.9800415039062
5,-907.9216918945312
6,-909.5550537109375
7,-910.8204956054688
8,-911.39111328125

Migration Barrier,3.46942138671875
