Image,Energy (eV)
0,-314.6817626953125
1,-314.5453186035156
2,-314.5363464355469
3,-314.4099426269531
4,-313.8544616699219
5,-313.6162414550781
6,-314.01092529296875
7,-314.3189392089844
8,-314.57122802734375

Migration Barrier,1.065521240234375
