Image,Energy (eV)
0,-584.500244140625
1,-584.4072265625
2,-583.9138793945312
3,-583.1463012695312
4,-582.8220825195312
5,-582.9644775390625
6,-583.1689453125
7,-583.5322265625
8,-583.7096557617188

Migration Barrier,1.67816162109375
