Image,Energy (eV)
0,-917.3601684570312
1,-917.311767578125
2,-917.1224975585938
3,-916.862060546875
4,-916.6690063476562
5,-916.6157836914062
6,-916.8377685546875
7,-917.0979614257812
8,-917.1640014648438

Migration Barrier,0.744384765625
