Image,Energy (eV)
0,-613.3549809339656
1,-613.131575039805
2,-612.5013739045175
3,-612.0154296507204
4,-612.0992128401689
5,-612.1510104556949
6,-612.0716519296936
7,-612.3321580724277
8,-612.4376192928587

Migration Barrier,1.339551283245214
