Image,Energy (eV)
0,-320.5342102050781
1,-320.41802978515625
2,-320.1622009277344
3,-319.7450866699219
4,-319.7201843261719
5,-319.63336181640625
6,-320.07183837890625
7,-320.4694519042969
8,-320.53314208984375

Migration Barrier,0.900848388671875
