Image,Energy (eV)
0,-375.809814453125
1,-375.75677490234375
2,-375.63861083984375
3,-375.4482116699219
4,-375.8353576660156
5,-376.1602478027344
6,-376.35113525390625
7,-376.46209716796875
8,-376.4923400878906

Migration Barrier,1.04412841796875
