Image,Energy (eV)
0,-1162.6146913552464
1,-1162.3639666164097
2,-1162.1712430836378
3,-1161.8525280185406
4,-1161.2436176348988
5,-1161.627135727285
6,-1162.1915515088913
7,-1161.954104941702
8,-1162.0175905915435

Migration Barrier,1.3710737203475674
