Image,Energy (eV)
0,-1004.7562944022721
1,-1004.3865449417502
2,-1004.3017133893081
3,-1003.4531302704914
4,-1003.2835875776739
5,-1004.3765058579035
6,-1004.3062098216012
7,-1004.4341093589908
8,-1004.7563009626974

Migration Barrier (eV),1.4727133850235532
