Image,Energy (eV)
0,-1270.0296630859375
1,-1269.8743896484375
2,-1269.4205322265625
3,-1268.7264404296875
4,-1268.1695556640625
5,-1268.7352294921875
6,-1269.410400390625
7,-1269.8734130859375
8,-1270.0269775390625

Migration Barrier,1.860107421875
