Image,Energy (eV)
0,-901.634067190935
1,-901.5112103766983
2,-901.0795801604108
3,-900.6246564076711
4,-900.1770417717929
5,-900.6563408543885
6,-901.1324420647704
7,-901.534546849442
8,-901.6440190171322

Migration Barrier,1.466977245339308
