Image,Energy (eV)
0,-884.158935546875
1,-883.8433227539062
2,-883.2877807617188
3,-882.5474243164062
4,-881.9705810546875
5,-882.6771240234375
6,-883.3204956054688
7,-883.939697265625
8,-884.2487182617188

Migration Barrier (eV),2.27813720703125
