Image,Energy (eV)
0,-697.9378662109375
1,-697.9458618164062
2,-697.6193237304688
3,-697.6759643554688
4,-697.818603515625
5,-697.39501953125
6,-697.3914184570312
7,-697.78369140625
8,-697.9420776367188

Migration Barrier (eV),0.554443359375
