Image,Energy (eV)
0,-941.5889892578125
1,-941.4912109375
2,-941.3723754882812
3,-941.5404052734375
4,-941.6393432617188
5,-941.8526611328125
6,-941.8060913085938
7,-941.765380859375
8,-941.8005981445312

Migration Barrier,0.48028564453125
