Image,Energy (eV)
0,-2352.654541015625
1,-2352.7431640625
2,-2352.560546875
3,-2352.046142578125
4,-2351.686767578125
5,-2352.0458984375
6,-2352.55908203125
7,-2352.754638671875
8,-2352.65771484375

Migration Barrier (eV),1.06787109375
