Image,Energy (eV)
0,-1194.3126148770198
1,-1194.261337970483
2,-1193.8167299321424
3,-1192.7917735893443
4,-1191.884991089074
5,-1192.7918069219252
6,-1193.8167448714883
7,-1194.2613396928646
8,-1194.3126147999822

Migration Barrier (eV),2.4276237879457767
