Image,Energy (eV)
0,-1107.1534928378508
1,-1107.2229833947158
2,-1106.8783263498203
3,-1106.1265009385936
4,-1106.492778439159
5,-1106.9635599870317
6,-1106.8942713726922
7,-1107.0707465223904
8,-1107.322473394625

Migration Barrier,1.1959724560313134
