Image,Energy (eV)
0,-1091.2307544974387
1,-1090.5409153324074
2,-1089.6794392984093
3,-1088.7128675163112
4,-1088.2613180059727
5,-1088.7141078792465
6,-1089.7146069406306
7,-1090.5791029860134
8,-1091.2296374534988

Migration Barrier,2.9694364914660127
