Image,Energy (eV)
0,-613.3212280273438
1,-612.8948974609375
2,-612.1525268554688
3,-612.1663818359375
4,-612.632080078125
5,-612.6966552734375
6,-612.4095458984375
7,-612.9816284179688
8,-613.3229370117188

Migration Barrier,1.17041015625
