Image,Energy (eV)
0,-845.1832275390625
1,-845.07080078125
2,-844.7518920898438
3,-844.1661376953125
4,-843.594482421875
5,-843.9677734375
6,-844.5899047851562
7,-844.9896240234375
8,-845.14208984375

Migration Barrier,1.5887451171875
