Image,Energy (eV)
0,-1188.6297607421875
1,-1188.7174072265625
2,-1188.4700927734375
3,-1188.5247802734375
4,-1188.80517578125
5,-1188.7686767578125
6,-1188.471435546875
7,-1188.5272216796875
8,-1188.66552734375

Migration Barrier,0.3350830078125
