Image,Energy (eV)
0,-1279.909990130604
1,-1279.838520036936
2,-1279.6618933770387
3,-1279.2526363155137
4,-1278.9480046803185
5,-1279.2526363686684
6,-1279.661893435998
7,-1279.8385200352839
8,-1279.909990137829

Migration Barrier,0.9619854575105364
