Image,Energy (eV)
0,-2111.979248046875
1,-2111.860595703125
2,-2111.963623046875
3,-2112.414306640625
4,-2112.332763671875
5,-2112.267578125
6,-2113.087890625
7,-2113.704833984375
8,-2113.908447265625

Migration Barrier,2.0478515625
