Image,Energy (eV)
0,-1123.83447265625
1,-1123.5938720703125
2,-1123.1170654296875
3,-1122.8160400390625
4,-1122.83837890625
5,-1122.732177734375
6,-1123.279296875
7,-1123.7418212890625
8,-1123.8529052734375

Migration Barrier,1.1207275390625
