Image,Energy (eV)
0,-319.5111083984375
1,-319.3525390625
2,-319.3215026855469
3,-319.1862487792969
4,-318.6325378417969
5,-318.45306396484375
6,-318.9177551269531
7,-319.188232421875
8,-319.44415283203125

Migration Barrier,1.05804443359375
